1,0.41998048,0.43059351,0.45956236,0.48306943,0.47405253,0.44087257,0.5258526,0.41173548,0.58383644,0.39046395,0.48471963,0.47714709,0.49913593,0.44525463,0.54788772,0.42371524,0.59653473,0.39311485,0.5492414,0.44617201,0.54088363,0.44748685,0.48158807,0.51548164,0.54712567,0.59315427,0.55827525,0.4503243,0.50406788,0.51672583,0.57167655,0.58590691
2,0.41532287,0.42741687,0.45377477,0.48723794,0.47158809,0.44682486,0.5259165,0.41712926,0.58034041,0.39158266,0.47945009,0.48019974,0.49485274,0.44900619,0.54509554,0.42526514,0.59289456,0.39617163,0.54563578,0.44750563,0.53532308,0.44861091,0.47587055,0.52003063,0.531315,0.59634453,0.55570385,0.45145352,0.50116749,0.52038477,0.55092191,0.58881219
3,0.4104084,0.42851433,0.4467733,0.4907941,0.45509884,0.44906168,0.50493106,0.41904846,0.54907848,0.40536584,0.46923245,0.47926676,0.49048563,0.45372945,0.5403496,0.42849364,0.58943502,0.39878063,0.54288583,0.44945331,0.53141785,0.4513718,0.47121506,0.51998455,0.52898138,0.59544987,0.55315277,0.45292975,0.49879531,0.5211195,0.5667413,0.59429326
4,0.40620688,0.42912611,0.44320439,0.49455117,0.45352644,0.45279755,0.50748136,0.41930363,0.55465135,0.40412013,0.46557765,0.4836144,0.4890071,0.45623701,0.53873326,0.42905731,0.58719744,0.40124746,0.54048608,0.45290584,0.52818389,0.45534765,0.46878609,0.52302784,0.5285189,0.60354131,0.5522455,0.45455995,0.49968488,0.52672385,0.56691194,0.59994899
5,0.40139555,0.43349216,0.4415776,0.49474439,0.45162751,0.45247745,0.50902059,0.42152555,0.56739064,0.39869839,0.46438399,0.48397849,0.48601147,0.45584746,0.536427,0.4302043,0.58728898,0.40211719,0.53810125,0.45361675,0.52710738,0.45706853,0.46642906,0.52077603,0.52980793,0.59881497,0.5492694,0.45668415,0.4937682,0.52261433,0.56420822,0.59639862
6,0.40194747,0.42489825,0.43912354,0.49368458,0.44838064,0.45033598,0.50763214,0.42113786,0.55985011,0.40417757,0.45973661,0.4842025,0.48437002,0.45585809,0.53435394,0.42950644,0.58550075,0.40087527,0.53799645,0.45240753,0.52659711,0.45494808,0.46445846,0.52130639,0.52378164,0.59891875,0.54971031,0.45430238,0.48968916,0.52460661,0.5410303,0.59091143
7,0.39996992,0.42847378,0.43861008,0.49190769,0.44960547,0.45068726,0.50635765,0.41842565,0.56601724,0.40192669,0.46154727,0.48295096,0.48384234,0.45682467,0.53440404,0.42732267,0.5875121,0.4013746,0.53945979,0.44881019,0.5283482,0.45163817,0.4655214,0.52197281,0.53039795,0.59683136,0.54950746,0.45238341,0.4898591,0.52594722,0.55904204,0.58917552
8,0.33692026,0.35286836,0.29443686,0.40373352,0.25842737,0.39180815,0.22369184,0.38335882,0.22407553,0.44196829,0.27511309,0.42242271,0.26967114,0.40021541,0.22578787,0.40067451,0.18749494,0.39814983,0.21058944,0.46633352,0.20540179,0.46861823,0.17582356,0.5472233,0.16132489,0.55123189,0.21449302,0.47016157,0.19903315,0.5651591,0.30866706,0.60949197
9,0.30924759,0.41064681,0.27398131,0.43319527,0.25112332,0.43380424,0.1679001,0.42926817,0.11814737,0.43760058,0.26193848,0.43983904,0.26611645,0.42003173,0.22008827,0.40248156,0.17137301,0.40071547,0.16546381,0.46878491,0.15737683,0.47698314,0.20959248,0.54484254,0.30264996,0.60980535,0.19526875,0.46826874,0.21416646,0.54624101,0.2987802,0.61598413
11,0.41214249,0.42330586,0.45150492,0.48594253,0.4645223,0.44769525,0.52497083,0.4146796,0.58341112,0.40117039,0.47398193,0.47959026,0.49548435,0.44998898,0.54991114,0.42247614,0.60275324,0.39790211,0.55762058,0.44135436,0.54811462,0.44463398,0.47976637,0.51336659,0.54664062,0.59052182,0.56644859,0.44475305,0.5062345,0.5192894,0.57748007,0.58788948
